arxiv_id,timestamp,pagerank_score
2405.13828,2025-10-26 17:36:01.440038,0.007492983927987
2406.0205,2025-10-26 17:36:01.440038,0.0064815468760914
2310.05189,2025-10-26 17:36:01.440038,0.0083489403510319
2403.13369,2025-10-26 17:36:01.440038,0.0067940071630742
2210.04186,2025-10-26 17:36:01.440038,0.0055711379755736
2306.15498,2025-10-26 17:36:01.440038,0.0061911570110621
2204.14146,2025-10-26 17:36:01.440038,0.012109262497085
2404.17,2025-10-26 17:36:01.440038,0.0067532219600076
2308.16149,2025-10-26 17:36:01.440038,0.0061848460242102
2407.20046,2025-10-26 17:36:01.440038,0.0076153727491964
2402.12065,2025-10-26 17:36:01.440038,0.0064985250139541
2403.15062,2025-10-26 17:36:01.440038,0.00679892438662
2508.19294,2025-10-26 17:36:01.440038,0.0066056994224238
2305.18098,2025-10-26 17:36:01.440038,0.0069976383461316
2406.13718,2025-10-26 17:36:01.440038,0.0076843247016321
2204.02515,2025-10-26 17:36:01.440038,0.00599897687868
2206.05395,2025-10-26 17:36:01.440038,0.006408210659739
2211.03263,2025-10-26 17:36:01.440038,0.0065805844800339
2207.10245,2025-10-26 17:36:01.440038,0.0060469460241608
2402.14679,2025-10-26 17:36:01.440038,0.0065299334411901
2310.14025,2025-10-26 17:36:01.440038,0.0072119926414874
2305.07766,2025-10-26 17:36:01.440038,0.0065786701391107
2410.08851,2025-10-26 17:36:01.440038,0.0072197936902722
2211.02956,2025-10-26 17:36:01.440038,0.0056801511250554
2309.02144,2025-10-26 17:36:01.440038,0.0066550987128166
2309.13734,2025-10-26 17:36:01.440038,0.0065445049176575
2312.05434,2025-10-26 17:36:01.440038,0.0068204496689153
2310.00034,2025-10-26 17:36:01.440038,0.0063588333919602
2306.12174,2025-10-26 17:36:01.440038,0.0062768259594797
2402.09977,2025-10-26 17:36:01.440038,0.006418242299982
2312.12141,2025-10-26 17:36:01.440038,0.0069604973100638
2311.0889,2025-10-26 17:36:01.440038,0.0061123141973932
2212.03812,2025-10-26 17:36:01.440038,0.0057453938640923
2409.11353,2025-10-26 17:36:01.440038,0.0073681556394618
2310.19671,2025-10-26 17:36:01.440038,0.0063610980609474
2507.02768,2025-10-26 17:36:01.440038,0.0069264989727732
2312.06056,2025-10-26 17:36:01.440038,0.0071883053408378
2205.06644,2025-10-26 17:36:01.440038,0.0067582568012079
2311.05741,2025-10-26 17:36:01.440038,0.0079323066619976
2503.0183,2025-10-26 17:36:01.440038,0.0066068024768259
2407.08029,2025-10-26 17:36:01.440038,0.0076650098597263
2311.04124,2025-10-26 17:36:01.440038,0.0064235312713073
2312.00249,2025-10-26 17:36:01.440038,0.0063010533844536
2305.14982,2025-10-26 17:36:01.440038,0.0065435819944422
2205.11601,2025-10-26 17:36:01.440038,0.0065154009311901
2310.15941,2025-10-26 17:36:01.440038,0.0066878691687214
2412.11937,2025-10-26 17:36:01.440038,0.007432324913132
2402.11651,2025-10-26 17:36:01.440038,0.0066286534279755
2405.11357,2025-10-26 17:36:01.440038,0.0073573778761467
2305.14257,2025-10-26 17:36:01.440038,0.009896036801412
2310.02457,2025-10-26 17:36:01.440038,0.0172535075213943
2307.12114,2025-10-26 17:36:01.440038,0.0095268401689731
2503.21676,2025-10-26 17:36:01.440038,0.0070196601263956
2410.20238,2025-10-26 17:36:01.440038,0.0085929368658175
2310.00905,2025-10-26 17:36:01.440038,0.0064779794093097
2205.15231,2025-10-26 17:36:01.440038,0.0062675099466578
2310.18357,2025-10-26 17:36:01.440038,0.0061098431757466
2402.148,2025-10-26 17:36:01.440038,0.0072631244180846
2207.08179,2025-10-26 17:36:01.440038,0.0065967212991986
2306.06371,2025-10-26 17:36:01.440038,0.0097389735868435
2408.1304,2025-10-26 17:36:01.440038,0.0069994601944151
2402.07841,2025-10-26 17:36:01.440038,0.0075164732974347
2206.08082,2025-10-26 17:36:01.440038,0.0060196576180366
2305.05658,2025-10-26 17:36:01.440038,0.0114973300936629
2212.00851,2025-10-26 17:36:01.440038,0.0065313545349345
2205.12689,2025-10-26 17:36:01.440038,0.0062689550586103
2211.11678,2025-10-26 17:36:01.440038,0.0057203408334548
2409.15188,2025-10-26 17:36:01.440038,0.0075578981674923
2306.13549,2025-10-26 17:36:01.440038,0.0190038732104212
2306.08568,2025-10-26 17:36:01.440038,0.0122153035106598
2309.04041,2025-10-26 17:36:01.440038,0.0061104310456905
2204.06745,2025-10-26 17:36:01.440038,0.0080023853504824
2404.16891,2025-10-26 17:36:01.440038,0.0070015268635565
2403.14702,2025-10-26 17:36:01.440038,0.0069970797966965
2306.13394,2025-10-26 17:36:01.440038,0.0133773975799934
2308.16118,2025-10-26 17:36:01.440038,0.0068452153316216
2304.12244,2025-10-26 17:36:01.440038,0.0068971957705151
2507.03435,2025-10-26 17:36:01.440038,0.0075989492140764
2201.07207,2025-10-26 17:36:01.440038,0.0066738567268627
2304.10464,2025-10-26 17:36:01.440038,0.0063636604319375
2204.01691,2025-10-26 17:36:01.440038,0.0085091247639052
2407.01505,2025-10-26 17:36:01.440038,0.0070039394808901
2502.17419,2025-10-26 17:36:01.440038,0.006472694070981
2309.01446,2025-10-26 17:36:01.440038,0.0064086245292157
2405.19266,2025-10-26 17:36:01.440038,0.0074126533420543
2502.19573,2025-10-26 17:36:01.440038,0.0064359890388851
2503.21614,2025-10-26 17:36:01.440038,0.0070580894078264
2212.11685,2025-10-26 17:36:01.440038,0.0062457869187787
2406.11193,2025-10-26 17:36:01.440038,0.0065978730790991
2401.10034,2025-10-26 17:36:01.440038,0.0360863306763501
2209.07118,2025-10-26 17:36:01.440038,0.0062080730782768
2311.01825,2025-10-26 17:36:01.440038,0.0063402076588845
2204.05717,2025-10-26 17:36:01.440038,0.0058080079203526
2402.04477,2025-10-26 17:36:01.440038,0.0063308961646786
2212.06094,2025-10-26 17:36:01.440038,0.0059364980752692
2504.07887,2025-10-26 17:36:01.440038,0.0072175707849565
2310.10159,2025-10-26 17:36:01.440038,0.0060622389315358
2507.12472,2025-10-26 17:36:01.440038,0.0070574848961874
2501.07653,2025-10-26 17:36:01.440038,0.0073007814943678
2210.03162,2025-10-26 17:36:01.440038,0.0062118447507614
2410.08851,2025-11-05 17:36:01.440038,0.0086210364059854
2312.00249,2025-11-05 17:36:01.440038,0.0068831249209509
2407.20046,2025-11-05 17:36:01.440038,0.008056647870345
2308.16118,2025-11-05 17:36:01.440038,0.0069299794867045
2205.06644,2025-11-05 17:36:01.440038,0.0071800566912525
2402.04477,2025-11-05 17:36:01.440038,0.0082468553053196
2507.02768,2025-11-05 17:36:01.440038,0.0077933228274925
2407.01505,2025-11-05 17:36:01.440038,0.0077383358658868
2402.14679,2025-11-05 17:36:01.440038,0.0073916241601192
2309.13734,2025-11-05 17:36:01.440038,0.0081930775324934
2311.0889,2025-11-05 17:36:01.440038,0.0072972881537142
2504.07887,2025-11-05 17:36:01.440038,0.0074270628093957
2507.03435,2025-11-05 17:36:01.440038,0.007776605186015
2503.0183,2025-11-05 17:36:01.440038,0.0083494210418049
2309.04041,2025-11-05 17:36:01.440038,0.0072302165527654
2404.16891,2025-11-05 17:36:01.440038,0.0079820959285191
2403.13369,2025-11-05 17:36:01.440038,0.0078162653635421
2501.07653,2025-11-05 17:36:01.440038,0.0084471171115423
2306.06371,2025-11-05 17:36:01.440038,0.0104158296179427
2306.15498,2025-11-05 17:36:01.440038,0.0073056370137647
2403.15062,2025-11-05 17:36:01.440038,0.0080451442686584
2207.08179,2025-11-05 17:36:01.440038,0.0076167502146581
2312.05434,2025-11-05 17:36:01.440038,0.0067657132001992
2204.05717,2025-11-05 17:36:01.440038,0.0069739595924905
2205.15231,2025-11-05 17:36:01.440038,0.0070687716751157
2310.02457,2025-11-05 17:36:01.440038,0.0205076953063869
2206.05395,2025-11-05 17:36:01.440038,0.0064482502356008
2211.11678,2025-11-05 17:36:01.440038,0.0064063163640248
2311.01825,2025-11-05 17:36:01.440038,0.0069977809592492
2503.21676,2025-11-05 17:36:01.440038,0.0076831393046011
2508.19294,2025-11-05 17:36:01.440038,0.0082045032926511
2212.00851,2025-11-05 17:36:01.440038,0.0076480480568829
2405.11357,2025-11-05 17:36:01.440038,0.007980607277146
2406.11193,2025-11-05 17:36:01.440038,0.0074165906758909
2207.10245,2025-11-05 17:36:01.440038,0.0065034703705874
2310.15941,2025-11-05 17:36:01.440038,0.0070785381814934
2211.02956,2025-11-05 17:36:01.440038,0.0073026839336435
2310.10159,2025-11-05 17:36:01.440038,0.0071710160917442
2402.148,2025-11-05 17:36:01.440038,0.0080304963549788
2210.03162,2025-11-05 17:36:01.440038,0.0070190837346515
2212.11685,2025-11-05 17:36:01.440038,0.0072745955006825
2503.21614,2025-11-05 17:36:01.440038,0.0083085247434812
2507.12472,2025-11-05 17:36:01.440038,0.0078267518252788
2209.07118,2025-11-05 17:36:01.440038,0.0074690892988759
2206.08082,2025-11-05 17:36:01.440038,0.0068455162757241
2502.19573,2025-11-05 17:36:01.440038,0.0073903528494132
2310.00034,2025-11-05 17:36:01.440038,0.0081843965440088
2309.02144,2025-11-05 17:36:01.440038,0.0078233058304951
2305.07766,2025-11-05 17:36:01.440038,0.0075823465278626
2405.19266,2025-11-05 17:36:01.440038,0.0077574430116747
2310.14025,2025-11-05 17:36:01.440038,0.0078861016422171
2211.03263,2025-11-05 17:36:01.440038,0.0067684321250946
2204.02515,2025-11-05 17:36:01.440038,0.0067394560195388
2310.18357,2025-11-05 17:36:01.440038,0.0072971799853119
2401.10034,2025-11-05 17:36:01.440038,0.0391025557058198
